movie_id,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Mystery,Romance,Science Fiction,Thriller,War,Western
3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3132,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3484,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3528,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3593,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3600,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3930,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4415,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
4515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4597,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4781,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4973,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4986,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5052,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5233,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5601,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5686,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5701,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5910,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6075,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6277,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6646,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7350,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8095,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8346,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8409,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8413,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8463,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8744,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8842,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8870,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9016,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9024,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9093,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9302,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9361,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9425,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9430,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9437,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9496,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9504,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9604,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9631,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9693,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
9748,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9764,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10023,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10068,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10605,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10634,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10706,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
10747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10869,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10882,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10897,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11001,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
11003,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11145,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
11148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11359,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11384,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11390,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11422,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
11429,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
11484,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11509,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
11516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11551,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11597,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11627,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11634,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
11697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11777,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11812,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11929,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
11937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11970,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
11978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12092,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12167,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12201,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12257,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12408,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12476,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
12478,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12489,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12613,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12651,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12719,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12779,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13090,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13159,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13199,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
13225,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13243,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13337,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
13428,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
13480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13554,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13561,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13632,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13835,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13948,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13949,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14033,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
14035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14135,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14359,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14405,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14411,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14487,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14548,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14615,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
14686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14829,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14924,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15126,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15384,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15389,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15425,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15556,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15575,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15641,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15668,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15724,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
15730,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15762,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
15811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15850,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15875,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15920,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
15922,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
15940,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
15953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16027,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
16029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16225,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16237,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16690,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16850,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17127,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
17144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17314,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
17360,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17685,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17910,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17956,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18068,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18146,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18405,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
18463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18560,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18612,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
18763,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
18785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19053,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
19318,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19493,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19556,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19759,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20312,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20391,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20416,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20438,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20478,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20482,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
20643,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20721,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
20750,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20803,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20844,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20934,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21035,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
